Gene	Gene_Symbol	Predict	Prob_0	Prob_1
chr2:228192228-228222552	MFF	0.0	0.618	0.382
chrY:26716349-26753172	TTTY4	0.0	0.618	0.382
chr8:68864350-69149268	PREX2	0.0	0.618	0.382
chr16:57916244-58005020	CNGB1	0.0	0.618	0.382
chr20:35757224-35807991	MROH8	0.0	0.618	0.382
chr21:43619799-43717354	ABCG1	0.0	0.618	0.382
chr2:33701321-33789798	RASGRP3	0.0	0.618	0.382
chr8:27454434-27468954	CLU	0.0	0.618	0.382
chr20:61518567-61569304	DIDO1	0.0	0.618	0.382
chr6:154331631-154453489	OPRM1	0.0	0.618	0.382
chr1:18957500-19075360	PAX7	0.0	0.618	0.382
chr1:84609931-84671122	PRKACB	0.0	0.618	0.382
chr9:77675493-77703240	NMRK1	0.0	0.618	0.382
chr6:76630831-76782395	IMPG1	0.0	0.618	0.382
chr2:219575568-219620138	TTLL4	0.0	0.618	0.382
chr2:215276292-215443676	VWC2L	0.0	0.618	0.382
chr11:50238999-50257633	LOC441601	0.0	0.618	0.382
chr2:180306711-180450633	ZNF385B	0.0	0.618	0.382
chr2:219745255-219758651	WNT10A	0.0	0.618	0.382
chr2:180306711-180610769	ZNF385B	0.0	0.618	0.382
chr10:125779169-125851940	CHST15	0.0	0.618	0.382
chr6:30852327-30867933	DDR1	0.0	0.618	0.382
chr8:123682624-123706345	LINC01151	0.0	0.618	0.382
chr10:125779169-125853123	CHST15	0.0	0.618	0.382
chr12:118501398-118541810	VSIG10	0.0	0.618	0.382
chr11:43902357-43941825	ALKBH3	0.0	0.618	0.382
chr2:162079769-162111154	LOC101929512	0.0	0.618	0.382
chr2:180306711-180726232	ZNF385B	0.0	0.618	0.382
chr11:42209293-42275240	LOC100507205	0.0	0.618	0.382
chr4:48137800-48271814	TEC	0.0	0.618	0.382
chr16:15068820-15123659	PDXDC1	0.0	0.618	0.382
chr1:161090769-161102256	DEDD	0.0	0.618	0.382
chr12:72233487-72320629	TBC1D15	0.0	0.618	0.382
chr17:9153788-9479275	STX8	0.0	0.618	0.382
chr13:69796478-69896231	LINC00383	0.0	0.618	0.382
chr12:51818594-51834963	SLC4A8	0.0	0.618	0.382
chrY:25365604-25437503	DAZ2	0.0	0.618	0.382
chr16:15068820-15132187	PDXDC1	0.0	0.618	0.382
chr16:15068820-15233206	PDXDC1	0.0	0.618	0.382
chr15:91541646-91565851	VPS33B	0.0	0.618	0.382
chr10:104613967-104624718	BORCS7	0.0	0.618	0.382
chr19:37001589-37019248	ZNF260	0.0	0.62	0.38
chr10:89264223-89313218	MINPP1	0.0	0.62	0.38
chr4:176711458-176733340	LOC101928590	0.0	0.62	0.38
chr7:87837518-87849399	SRI	0.0	0.62	0.38
chr4:141364529-141419531	MGAT4D	0.0	0.62	0.38
chr8:15996826-16050300	MSR1	0.0	0.62	0.38
chr10:79550549-79686348	DLG5	0.0	0.62	0.38
chrX:221417-230887	GTPBP6	0.0	0.62	0.38
chr20:49505455-49547750	ADNP	0.0	0.62	0.38
chrX:15645439-15683154	TMEM27	0.0	0.62	0.38
chr11:111957548-111966525	SDHD	0.0	0.62	0.38
chr7:87837518-87856308	SRI	0.0	0.62	0.38
chr1:235610505-235667781	B3GALNT2	0.0	0.62	0.38
chr2:193614571-193641625	PCGEM1	0.0	0.62	0.38
chr3:69217934-69435455	FRMD4B	0.0	0.62	0.38
chr2:88469814-88486156	THNSL2	0.0	0.62	0.38
chr1:76384558-76398116	ASB17	0.0	0.62	0.38
chr6_mann_hap4:4393664-4406503	BRD2	0.0	0.62	0.38
chr19:9434448-9454521	ZNF559	0.0	0.62	0.38
chr20:388694-412781	RBCK1	0.0	0.62	0.38
chr20:416121-443197	TBC1D20	0.0	0.62	0.38
chr5:179041179-179050722	HNRNPH1	0.0	0.62	0.38
chr2:86333305-86369280	PTCD3	0.0	0.62	0.38
chr1:28296855-28415148	EYA3	0.0	0.62	0.38
chr6:36935911-36954327	MTCH1	0.0	0.62	0.38
chrY:23673224-23687672	RBMY1A1	0.0	0.62	0.38
chr7:95034174-95064384	PON2	0.0	0.62	0.38
chrY:23673224-23687672	RBMY1A1	0.0	0.62	0.38
chr10:5238798-5260910	AKR1C4	0.0	0.62	0.38
chr8:42752033-42885682	HOOK3	0.0	0.62	0.38
chr1:13359819-13369057	PRAMEF5	0.0	0.62	0.38
chr19:38123389-38146313	ZFP30	0.0	0.62	0.38
chr6:128289924-128841819	PTPRK	0.0	0.62	0.38
chr19:38123389-38147162	ZFP30	0.0	0.62	0.38
chr6_mann_hap4:2200400-2216014	DDR1	0.0	0.62	0.38
chr20:60174817-60515673	CDH4	0.0	0.62	0.38
chr5:179041179-179050711	HNRNPH1	0.0	0.62	0.38
chr10:8939952-8956559	LOC105755953	0.0	0.62	0.38
chr1:182542769-182558394	RNASEL	0.0	0.62	0.38
chr16:46612505-46655314	SHCBP1	0.0	0.62	0.38
chr19:15751707-15771570	CYP4F3	0.0	0.62	0.38
chr12:52431499-52453291	NR4A1	0.0	0.62	0.38
chr5:159828648-159846168	SLU7	0.0	0.62	0.38
chr11:72976281-73009670	P2RY6	0.0	0.62	0.38
chr3:51705191-51738339	TEX264	0.0	0.62	0.38
chr21:30378080-30391685	RWDD2B	0.0	0.62	0.38
chr20:55066548-55100981	GCNT7	0.0	0.62	0.38
chr6_mcf_hap5:2263940-2276199	VARS2	0.0	0.62	0.38
chrX:67718624-67757127	YIPF6	0.0	0.62	0.38
chr2:242523820-242556916	THAP4	0.0	0.62	0.38
chr2:242523820-242576725	THAP4	0.0	0.62	0.38
chr20:4666740-4682236	PRNP	0.0	0.62	0.38
chr1:185265522-185286461	IVNS1ABP	0.0	0.62	0.38
chr1:77747662-78025654	AK5	0.0	0.62	0.38
chr6:4706393-4955778	CDYL	0.0	0.62	0.38
chr18:23713811-23773319	PSMA8	0.0	0.62	0.38
chrX:37698089-37706889	DYNLT3	0.0	0.62	0.38
chr12:40019969-40302102	C12orf40	0.0	0.62	0.38
chr12:40019969-40085989	C12orf40	0.0	0.62	0.38
chr8:132929001-133025886	EFR3A	0.0	0.62	0.38
chr21:9915250-9968594	TEKT4P2	0.0	0.62	0.38
chr11:15133970-15268756	INSC	0.0	0.62	0.38
chr15:72491370-72523965	PKM	0.0	0.62	0.38
chr10:79734907-79789298	POLR3A	0.0	0.62	0.38
chr4:144917257-144940498	GYPB	0.0	0.62	0.38
chr7:43678846-43769140	COA1	0.0	0.62	0.38
chr11:27062509-27149354	BBOX1	0.0	0.62	0.38
chr4:146402951-146480325	SMAD1	0.0	0.62	0.38
chr7:6144550-6201195	USP42	0.0	0.62	0.38
chr8:96037214-96070944	NDUFAF6	0.0	0.62	0.38
chr11:26580579-26593815	MUC15	0.0	0.62	0.38
chr2:166095912-166248820	SCN2A	0.0	0.62	0.38
chr6:36562090-36572244	SRSF3	0.0	0.62	0.38
chr12:50135293-50158717	TMBIM6	0.0	0.62	0.38
chr7:43980494-44058793	POLR2J4	0.0	0.62	0.38
chrX:118749688-118827333	SEPT6	0.0	0.62	0.38
chr5:139712428-139726188	HBEGF	0.0	0.62	0.38
chr1:220321610-220445843	RAB3GAP2	0.0	0.62	0.38
chr1:217781526-217804454	GPATCH2	0.0	0.62	0.38
chr6_qbl_hap6:2027514-2052930	HCG20	0.0	0.62	0.38
chr9:33252470-33264759	BAG1	0.0	0.62	0.38
chr11:72003470-72145728	CLPB	0.0	0.62	0.38
chr10:26986353-27035726	PDSS1	0.0	0.62	0.38
chr7:44111661-44122139	POLM	0.0	0.62	0.38
chr16:21413455-21436658	NPIPB3	0.0	0.62	0.38
chr16:57505870-57520385	DOK4	0.0	0.62	0.38
chrX:52925967-52937585	FAM156B	0.0	0.62	0.38
chr16:21312170-21329912	CRYM-AS1	0.0	0.62	0.38
chr16:87305512-87326058	LOC101928682	0.0	0.62	0.38
chr18:657604-673499	TYMS	0.0	0.62	0.38
chr10:73156691-73377362	CDH23	0.0	0.62	0.38
chr10:73156691-73407219	CDH23	0.0	0.62	0.38
chr18:1268312-1359630	LINC00470	0.0	0.62	0.38
chr1:222885895-222908538	BROX	0.0	0.62	0.38
chr19:24216207-24312769	ZNF254	0.0	0.62	0.38
chr8:126010720-126034525	SQLE	0.0	0.62	0.38
chr10:82116524-82127829	DYDC2	0.0	0.62	0.38
chr15:83657715-83680393	C15orf40	0.0	0.62	0.38
chr12:46589508-46661770	SLC38A1	0.0	0.62	0.38
chrX:55171678-55187567	FAM104B	0.0	0.62	0.38
chr2:228189867-228222552	MFF	0.0	0.62	0.38
chr1:235491869-235507844	GGPS1	0.0	0.62	0.38
chr12:132195632-132284283	SFSWAP	0.0	0.62	0.38
chr2:152657480-152685009	ARL5A	0.0	0.62	0.38
chr7:77044515-77054760	LOC101927243	0.0	0.62	0.38
chr6_qbl_hap6:4168581-4181419	BRD2	0.0	0.62	0.38
chr5:173034148-173043666	BOD1	0.0	0.62	0.38
chr1:15853308-15898228	DNAJC16	0.0	0.62	0.38
chr9:134000948-134110057	NUP214	0.0	0.62	0.38
chrX:55171678-55187628	FAM104B	0.0	0.62	0.38
chr2:223066432-223163715	PAX3	0.0	0.62	0.38
chr9:133710642-133763062	ABL1	0.0	0.62	0.38
chr3:27414212-27498245	SLC4A7	0.0	0.62	0.38
chrX:28605681-29974017	IL1RAPL1	0.0	0.62	0.38
chr11:102562415-102576468	MMP27	0.0	0.62	0.38
chr2:160797260-160919126	PLA2R1	0.0	0.62	0.38
chr22:39896105-39914139	MIEF1	0.0	0.62	0.38
chr16:53189838-53361414	CHD9	0.0	0.62	0.38
chr11:17515442-17565963	USH1C	0.0	0.62	0.38
chr11:111385510-111407756	C11orf88	0.0	0.62	0.38
chr8:17721900-17752913	FGL1	0.0	0.62	0.38
chr12:81651754-82153109	PPFIA2	0.0	0.62	0.38
chrX:55171678-55187535	FAM104B	0.0	0.62	0.38
chr8:47752508-47767407	LINC00293	0.0	0.62	0.38
chr22:27256174-27277748	LOC110091768	0.0	0.62	0.38
chr3:44916098-44956088	TGM4	0.0	0.62	0.38
chr11:18433853-18472793	LDHC	0.0	0.62	0.38
chr6:170884660-170893780	PDCD2	0.0	0.62	0.38
chr1:84647315-84704181	PRKACB	0.0	0.62	0.38
chr4:142142041-142155850	ZNF330	0.0	0.62	0.38
chr18:15313555-15325918	LOC644669	0.0	0.62	0.38
chr10:17428935-17450285	ST8SIA6-AS1	0.0	0.62	0.38
chr4:99992130-100009939	ADH5	0.0	0.62	0.38
chr1:23685941-23694879	ZNF436	0.0	0.62	0.38
chr9:127019885-127114719	NEK6	0.0	0.62	0.38
chr8:47752508-47765929	LINC00293	0.0	0.62	0.38
chr7:65112767-65183667	INTS4P2	0.0	0.62	0.38
chr16:48394454-48419229	SIAH1	0.0	0.62	0.38
chr12:133614168-133639890	ZNF84	0.0	0.62	0.38
chr12:70636774-70748773	CNOT2	0.0	0.62	0.38
chr1:89646831-89664633	GBP4	0.0	0.62	0.38
chr13:24481423-24523454	ANKRD20A19P	0.0	0.62	0.38
chr14:21156936-21168761	RNASE4	0.0	0.62	0.38
chr20:49505455-49526328	ADNP	0.0	0.62	0.38
chr8:17721900-17753047	FGL1	0.0	0.62	0.38
chr6:41873091-41888885	MED20	0.0	0.62	0.38
chr11:80462244-80473846	LOC101928944	0.0	0.62	0.38
chr10:73156691-73575704	CDH23	0.0	0.62	0.38
chr2:120197419-120282028	SCTR	0.0	0.62	0.38
chr5:140729828-140892546	PCDHGB1	0.0	0.62	0.38
chr2:118846126-118867607	INSIG2	0.0	0.62	0.38
chr5:122424798-122529960	PRDM6	0.0	0.62	0.38
chr11:85955426-85989852	EED	0.0	0.62	0.38
chr2:114386131-114399722	RABL2A	0.0	0.62	0.38
chr1:23685941-23696357	ZNF436	0.0	0.62	0.38
chr1:87099959-87121059	CLCA3P	0.0	0.62	0.38
chr14:51186481-51297839	NIN	0.0	0.62	0.38
chr2:174062441-174146764	MAP3K20-AS1	0.0	0.62	0.38
chr12:81651754-81906170	PPFIA2	0.0	0.62	0.38
chr1:43148658-43169474	YBX1	0.0	0.62	0.38
chr11:19245610-19263202	E2F8	0.0	0.62	0.38
chr12:81651754-81992150	PPFIA2	0.0	0.62	0.38
chr5:115420975-115526635	COMMD10	0.0	0.62	0.38
chr4:115543523-115599381	UGT8	0.0	0.62	0.38
chr7:33168897-33645680	BBS9	0.0	0.62	0.38
chr20:47538275-47653230	ARFGEF2	0.0	0.62	0.38
chr10:73156691-73467264	CDH23	0.0	0.62	0.38
chrUn_gl000219:83213-99477	FRG1DP	0.0	0.62	0.38
chr11:19245610-19263167	E2F8	0.0	0.62	0.38
chr11:19245610-19262507	E2F8	0.0	0.62	0.38
chr6:41873091-41888681	MED20	0.0	0.62	0.38
chr1:219347173-219386207	LYPLAL1	0.0	0.62	0.38
chrX:123480132-123507010	SH2D1A	0.0	0.62	0.38
chr2:25265332-25382004	EFR3B	0.0	0.62	0.38
chr1:12290096-12572098	VPS13D	0.0	0.62	0.38
chr2:60684329-60780633	BCL11A	0.0	0.62	0.38
chr17:34198496-34207377	CCL5	0.0	0.62	0.38
chr2:61167548-61244566	PUS10	0.0	0.62	0.38
chr7:128379346-128413477	CALU	0.0	0.62	0.38
chr2:61167548-61245394	PUS10	0.0	0.62	0.38
chr15:21040701-21071643	POTEB	0.0	0.62	0.38
chr3:137717658-137752494	CLDN18	0.0	0.62	0.38
chr18:34366447-34409179	TPGS2	0.0	0.62	0.38
chr12:104359593-104382656	TDG	0.0	0.62	0.38
chr1:41204508-41237276	NFYC	0.0	0.62	0.38
chrX:103411156-103440582	FAM199X	0.0	0.62	0.38
chr10:97803159-97820625	CCNJ	0.0	0.62	0.38
chr15:21040701-21071643	POTEB	0.0	0.62	0.38
chr15:21040701-21071981	POTEB3	0.0	0.62	0.38
chr3:189314535-189615068	TP63	0.0	0.62	0.38
chr18:32398302-32448778	DTNA	0.0	0.62	0.38
chr3:193920805-193967942	LINC02036	0.0	0.62	0.38
chr11:120894803-120960354	TBCEL	0.0	0.62	0.38
chr18:32398302-32471808	DTNA	0.0	0.62	0.38
chr12:10460417-10469850	KLRD1	0.0	0.62	0.38
chr19:56165416-56186082	U2AF2	0.0	0.62	0.38
chr18:72922710-73001905	TSHZ1	0.0	0.62	0.38
chr11:124824017-124911385	CCDC15	0.0	0.62	0.38
chr8:9413445-9639856	TNKS	0.0	0.62	0.38
chr7:146778030-146794701	LOC101928700	0.0	0.62	0.38
chr11:130318869-130346540	ADAMTS15	0.0	0.62	0.38
chr6:90142897-90343553	ANKRD6	0.0	0.62	0.38
chr10:107433368-107580091	LOC101927549	0.0	0.62	0.38
chr19:44716681-44741421	ZNF227	0.0	0.62	0.38
chr13:100153628-100216302	TM9SF2	0.0	0.62	0.38
chr12:8975068-9029377	A2ML1	0.0	0.62	0.38
chr7:134868590-134896316	WDR91	0.0	0.62	0.38
chr17:46371709-46385191	THRA1/BTR	0.0	0.62	0.38
chr7:134777061-134855578	C7orf49	0.0	0.62	0.38
chr18:55267894-55289177	NARS	0.0	0.62	0.38
chr1:55446337-55457966	TMEM61	0.0	0.62	0.38
chr5:69423289-69521622	SMA4	0.0	0.62	0.38
chr6:29968788-30028966	ZNRD1ASP	0.0	0.62	0.38
chr6:117609530-117747018	ROS1	0.0	0.62	0.38
chr7:150904923-150924460	ABCF2	0.0	0.62	0.38
chr3:191956419-192000884	FGF12-AS1	0.0	0.62	0.38
chr5:86564741-86687743	RASA1	0.0	0.62	0.38
chr10:124134094-124191871	PLEKHA1	0.0	0.62	0.38
chr12:8071824-8088892	SLC2A3	0.0	0.62	0.38
chr9:98637900-98780735	ERCC6L2	0.0	0.62	0.38
chr6:78359991-78636759	MEI4	0.0	0.62	0.38
chr17:10395627-10421859	MYH1	0.0	0.62	0.38
chr6:76458909-76629254	MYO6	0.0	0.62	0.38
chr8:564737-681239	ERICH1	0.0	0.62	0.38
chr8:10969231-11058875	XKR6	0.0	0.62	0.38
chr2:28718938-28866653	PLB1	0.0	0.62	0.38
chr4:56461396-56502865	NMU	0.0	0.62	0.38
chr4:56461396-56502465	NMU	0.0	0.62	0.38
chr8:73921097-73959987	TERF1	0.0	0.62	0.38
chrX:80369200-80457441	HMGN5	0.0	0.62	0.38
chr3:113122845-113152839	CFAP44-AS1	0.0	0.62	0.38
chr19:52901121-52921657	ZNF528	0.0	0.62	0.38
chr6:125304510-125413780	RNF217	0.0	0.62	0.38
chr4:33897961-34041515	LOC101928622	0.0	0.62	0.38
chr19:58011222-58024519	ZNF773	0.0	0.62	0.38
chr12:54849736-54867386	GTSF1	0.0	0.62	0.38
chr5:87836597-87980620	LINC00461	0.0	0.62	0.38
chr10:51549553-51562518	MSMB	0.0	0.62	0.38
chr5:33440882-33468196	TARS	0.0	0.62	0.38
chr12:9549653-9560010	LOC728715	0.0	0.62	0.38
chr17:11924135-12047148	MAP2K4	0.0	0.62	0.38
chr19:56687389-56697144	GALP	0.0	0.62	0.38
chr12:8509560-8543348	LINC00937	0.0	0.62	0.38
chr12:9436253-9466684	LOC642846	0.0	0.62	0.38
chr5:892969-909047	TRIP13	0.0	0.62	0.38
chr19:53115618-53193834	ZNF83	0.0	0.62	0.38
chr13:49822047-49867622	CDADC1	0.0	0.62	0.38
chr3:149983194-150041534	LINC01214	0.0	0.62	0.38
chr2:27070969-27173219	DPYSL5	0.0	0.62	0.38
chr5:892969-918164	TRIP13	0.0	0.62	0.38
chr19:57922529-57933307	ZNF17	0.0	0.62	0.38
chr2:38155902-38244890	RMDN2	0.0	0.62	0.38
chr12:51745833-51785200	GALNT6	0.0	0.62	0.38
chr12:53604350-53626040	RARG	0.0	0.62	0.38
chr4:7194374-7744564	SORCS2	0.0	0.62	0.38
chr6:44355251-44418161	CDC5L	0.0	0.62	0.38
chr10:95256389-95288849	CEP55	0.0	0.62	0.38
chr10:54056608-54073888	PRKG1-AS1	0.0	0.62	0.38
chr7:139208674-139229731	CLEC2L	0.0	0.62	0.38
chr9:100745489-100778224	ANP32B	0.0	0.62	0.38
chr1:31886660-31907527	SERINC2	0.0	0.62	0.38
chr7:106505924-106549423	PIK3CG	0.0	0.62	0.38
chr5:79783800-79838382	FAM151B	0.0	0.62	0.38
chr10:60028862-60049019	CISD1	0.0	0.62	0.38
chr14:74318621-74352168	PTGR2	0.0	0.62	0.38
chr5:76476082-76724080	PDE8B	0.0	0.62	0.38
chr3:197395738-197476570	RUBCN	0.0	0.62	0.38
chr13:77649649-77661911	MYCBP2-AS1	0.0	0.62	0.38
chr11:126071989-126081587	RPUSD4	0.0	0.62	0.38
chr17:45922280-45933240	SP6	0.0	0.62	0.38
chr19:50145382-50161906	SCAF1	0.0	0.62	0.38
chr15:35812474-35838404	DPH6	0.0	0.62	0.38
chr3:126245842-126277808	C3orf22	0.0	0.62	0.38
chr6:116421999-116566853	NT5DC1	0.0	0.62	0.38
chr2:53897450-54087170	GPR75-ASB3	0.0	0.62	0.38
chr9:90112143-90323549	DAPK1	0.0	0.62	0.38
chr6:113944737-113971277	LOC101927686	0.0	0.62	0.38
chr3:197395738-197463797	RUBCN	0.0	0.62	0.38
chr2:50145643-50574894	NRXN1	0.0	0.62	0.38
chr2:74448561-74542152	SLC4A5	0.0	0.62	0.38
chr2:50145643-50574892	NRXN1	0.0	0.62	0.38
chr2:50145643-50201341	NRXN1	0.0	0.62	0.38
chr11:215030-236362	SIRT3	0.0	0.62	0.38
chr12:53604350-53614197	RARG	0.0	0.62	0.38
chr8:158345-182318	RPL23AP53	0.0	0.62	0.38
chr7:123092236-123174718	IQUB	0.0	0.62	0.38
chr5:17217670-17276954	BASP1	0.0	0.62	0.38
chr1:99937976-99953360	LINC01708	0.0	0.62	0.38
chr18:74069637-74207146	ZNF516	0.0	0.62	0.38
chr3:167110584-167126307	LINC01327	0.0	0.62	0.38
chr1:111659792-111682838	DRAM2	0.0	0.62	0.38
chr7:123092236-123173002	IQUB	0.0	0.62	0.38
chrX:100645878-100669128	RPL36A-HNRNPH2	0.0	0.62	0.38
chr2:39208690-39347604	SOS1	0.0	0.62	0.38
chr19_gl000209_random:131433-145743	KIR2DS2	0.0	0.62	0.38
chr6:108444837-108480599	OSTM1-AS1	0.0	0.62	0.38
chr2:48796159-48906748	STON1-GTF2A1L	0.0	0.62	0.38
chr9:26947298-27066132	IFT74	0.0	0.62	0.38
chr19:54042042-54083523	ZNF331	0.0	0.62	0.38
chr4:68918916-68995587	TMPRSS11F	0.0	0.62	0.38
chr11:125496119-125527049	CHEK1	0.0	0.622	0.378
chr11:94110477-94134585	GPR83	0.0	0.622	0.378
chr19:55281265-55295778	KIR2DL1	0.0	0.622	0.378
chr14:88932122-89021123	PTPN21	0.0	0.622	0.378
chr9:103189495-103214016	MSANTD3	0.0	0.622	0.378
chr2:47747915-47797470	KCNK12	0.0	0.622	0.378
chr3:38207026-38296979	OXSR1	0.0	0.622	0.378
chr16:24857552-24922949	SLC5A11	0.0	0.622	0.378
chr4:107236853-107270381	AIMP1	0.0	0.622	0.378
chrX:140926102-140985618	MAGEC3	0.0	0.622	0.378
chr6:154726433-154831793	CNKSR3	0.0	0.622	0.378
chr12:27863706-27909237	MRPS35	0.0	0.622	0.378
chr10:72530994-72545175	TBATA	0.0	0.622	0.378
chr6:99817348-99842082	COQ3	0.0	0.622	0.378
chr6:49467671-49495777	GLYATL3	0.0	0.622	0.378
chr20:43160422-43247678	PKIG	0.0	0.622	0.378
chr5:129240523-129522327	CHSY3	0.0	0.622	0.378
chr6_qbl_hap6:2174970-2187231	VARS2	0.0	0.622	0.378
chr1:169822215-169863100	SCYL3	0.0	0.622	0.378
chr7:43648055-43769140	COA1	0.0	0.622	0.378
chr12:72656327-72667289	TRHDE-AS1	0.0	0.622	0.378
chr1:171154347-171181822	FMO2	0.0	0.622	0.378
chrX:57002803-57021988	SPIN3	0.0	0.622	0.378
chr9:102741463-102861334	ERP44	0.0	0.622	0.378
chr4:66535679-66559104	EPHA5-AS1	0.0	0.622	0.378
chr4:147096835-147111213	LSM6	0.0	0.622	0.378
chr11:101785746-101871796	CEP126	0.0	0.622	0.378
chr16:22557019-22588186	LOC653786	0.0	0.622	0.378
chr5:43573287-43603332	NNT-AS1	0.0	0.622	0.378
chr15:78885395-78913637	CHRNA3	0.0	0.622	0.378
chr17:7759999-7788706	NAA38	0.0	0.622	0.378
chr4:148538539-148556672	TMEM184C	0.0	0.622	0.378
chr5:132028319-132073270	KIF3A	0.0	0.622	0.378
chr17:38465423-38513895	RARA	0.0	0.622	0.378
chr12:18233803-18243127	RERGL	0.0	0.622	0.378
chr11:94110477-94134589	GPR83	0.0	0.622	0.378
chrX:106183964-106243474	MORC4	0.0	0.622	0.378
chr2:33661416-33789798	RASGRP3	0.0	0.622	0.378
chr3:134204575-134293855	CEP63	0.0	0.622	0.378
chr3:134204575-134283870	CEP63	0.0	0.622	0.378
chr1:41174995-41237276	NFYC	0.0	0.622	0.378
chr7:107405912-107443678	SLC26A3	0.0	0.622	0.378
chr16:15068660-15132187	PDXDC1	0.0	0.622	0.378
chr15:83394650-83408532	ACTG1P17	0.0	0.622	0.378
chr6:72130730-72168575	LINC01626	0.0	0.622	0.378
chr11:102447566-102496063	MMP20	0.0	0.622	0.378
chr20:42187635-42214273	SGK2	0.0	0.622	0.378
chr3:14186648-14220172	XPC	0.0	0.622	0.378
chr18:3878180-3897069	DLGAP1-AS3	0.0	0.622	0.378
chr3:35721279-35835988	ARPP21	0.0	0.622	0.378
chr4:69092371-69111412	TMPRSS11B	0.0	0.622	0.378
chr5:132532152-132948223	FSTL4	0.0	0.622	0.378
chr8:67996083-68108849	CSPP1	0.0	0.622	0.378
chr20:34680632-34820721	EPB41L1	0.0	0.622	0.378
chr7:111448561-111461835	DOCK4-AS1	0.0	0.622	0.378
chr11:27084530-27241660	BBOX1-AS1	0.0	0.622	0.378
chr4:174053084-174090803	LOC101930370	0.0	0.622	0.378
chr8:38854505-38962779	ADAM9	0.0	0.622	0.378
chr12:26111964-26232825	RASSF8	0.0	0.622	0.378
chr3:137490753-137499719	LINC01210	0.0	0.622	0.378
chr12:26111964-26225807	RASSF8	0.0	0.622	0.378
chr11:32112477-32127272	RCN1	0.0	0.622	0.378
chrX:111326253-111700473	RTL4	0.0	0.622	0.378
chr1:230202942-230227777	GALNT2	0.0	0.622	0.378
chr3:141205889-141334205	RASA2	0.0	0.622	0.378
chr3:167401695-167452651	PDCD10	0.0	0.622	0.378
chr8:104493508-104512892	LOC105375690	0.0	0.622	0.378
chr8:104493508-104511459	LOC105375690	0.0	0.622	0.378
chr3:167401695-167452630	PDCD10	0.0	0.622	0.378
chr3:167401695-167452594	PDCD10	0.0	0.622	0.378
chr17:17921334-17942480	ATPAF2	0.0	0.622	0.378
chr4:40318502-40332436	LINC02265	0.0	0.622	0.378
chr5:149877340-149937773	NDST1	0.0	0.622	0.378
chr10:13319796-13341746	PHYH	0.0	0.622	0.378
chr4:175205055-175254531	CEP44	0.0	0.622	0.378
chr16:16469904-16487829	NPIPA8	0.0	0.622	0.378
chr2:1635659-1748319	PXDN	0.0	0.622	0.378
chr17:76374699-76420740	PGS1	0.0	0.622	0.378
chr11:76495192-76509198	TSKU	0.0	0.622	0.378
chr10:13319796-13342130	PHYH	0.0	0.622	0.378
chr11:73359735-73373864	PLEKHB1	0.0	0.622	0.378
chr6:85399176-85419252	TBX18-AS1	0.0	0.622	0.378
chr1:79086067-79111830	IFI44L	0.0	0.622	0.378
chr3:160118347-160152741	SMC4	0.0	0.622	0.378
chr3:184032952-184053146	EIF4G1	0.0	0.622	0.378
chrX:46357160-46404892	ZNF674	0.0	0.622	0.378
chr1:81001440-81112473	LINC01781	0.0	0.622	0.378
chr2:186898261-186951044	LINC01473	0.0	0.622	0.378
chrX:46746854-46759139	LINC01545	0.0	0.622	0.378
chr2:18744137-18770846	NT5C1B	0.0	0.622	0.378
chr9:91933388-91974578	SECISBP2	0.0	0.622	0.378
chr7:64838712-64866048	ZNF92	0.0	0.622	0.378
chr3:184038101-184053146	EIF4G1	0.0	0.622	0.378
chr8:104493508-104513916	LOC105375690	0.0	0.622	0.378
chr8:104493508-104514138	LOC105375690	0.0	0.622	0.378
chrX:154842226-155012119	SPRY3	0.0	0.622	0.378
chr21:33664124-33687094	MRAP	0.0	0.622	0.378
chr4:136788138-136809248	LINC00613	0.0	0.622	0.378
chr6:4836332-4955778	CDYL	0.0	0.622	0.378
chr10:46897641-46939145	FAM35BP	0.0	0.622	0.378
chr7:54398390-54417538	LINC01445	0.0	0.622	0.378
chr4:136788138-136834835	LINC00613	0.0	0.622	0.378
chr16:66541906-66584194	TK2	0.0	0.622	0.378
chr10:10504478-11373418	CELF2	0.0	0.622	0.378
chr6:4776680-4955778	CDYL	0.0	0.622	0.378
chr4:128703364-128755228	HSPA4L	0.0	0.622	0.378
chr4:128702976-128755228	HSPA4L	0.0	0.622	0.378
chrX:2746863-2800861	GYG2	0.0	0.622	0.378
chr2:201170985-201346986	SPATS2L	0.0	0.622	0.378
chr16:14396145-14420374	MIR193BHG	0.0	0.622	0.378
chr16:14165171-14360636	MKL2	0.0	0.622	0.378
chr13:19997019-20135714	TPTE2	0.0	0.622	0.378
chr3:169165655-169194840	LOC105374205	0.0	0.622	0.378
chr3:168801287-169381563	MECOM	0.0	0.622	0.378
chr12:6308873-6347437	CD9	0.0	0.622	0.378
chr13:19997019-20077417	TPTE2	0.0	0.622	0.378
chr3:168801287-168865522	MECOM	0.0	0.622	0.378
chr6:39016557-39059079	GLP1R	0.0	0.622	0.378
chr3:168801287-168864400	MECOM	0.0	0.622	0.378
chr3:168801287-168864093	MECOM	0.0	0.622	0.378
chrX:101137260-101187039	ZMAT1	0.0	0.622	0.378
chr13:19997019-20012615	TPTE2	0.0	0.622	0.378
